Cortical thickness;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
AgevsCortThick;L_bankssts_thickavg;-0.398;;;;;;;
AgevsCortThick;L_caudalanteriorcingulate_thickavg;-0.268;;;;;;;
AgevsCortThick;L_caudalmiddlefrontal_thickavg;-0.373;;;;;;;
AgevsCortThick;L_cuneus_thickavg;-0.348;;;;;;;
AgevsCortThick;L_entorhinal_thickavg;-0.018;;;;;;;
AgevsCortThick;L_fusiform_thickavg;-0.345;;;;;;;
AgevsCortThick;L_inferiorparietal_thickavg;-0.499;;;;;;;
AgevsCortThick;L_inferiortemporal_thickavg;-0.327;;;;;;;
AgevsCortThick;L_isthmuscingulate_thickavg;-0.357;;;;;;;
AgevsCortThick;L_lateraloccipital_thickavg;-0.342;;;;;;;
AgevsCortThick;L_lateralorbitofrontal_thickavg;-0.468;;;;;;;
AgevsCortThick;L_lingual_thickavg;-0.364;;;;;;;
AgevsCortThick;L_medialorbitofrontal_thickavg;-0.398;;;;;;;
AgevsCortThick;L_middletemporal_thickavg;-0.404;;;;;;;
AgevsCortThick;L_parahippocampal_thickavg;-0.167;;;;;;;
AgevsCortThick;L_paracentral_thickavg;-0.395;;;;;;;
AgevsCortThick;L_parsopercularis_thickavg;-0.425;;;;;;;
AgevsCortThick;L_parsorbitalis_thickavg;-0.377;;;;;;;
AgevsCortThick;L_parstriangularis_thickavg;-0.432;;;;;;;
AgevsCortThick;L_pericalcarine_thickavg;-0.244;;;;;;;
AgevsCortThick;L_postcentral_thickavg;-0.349;;;;;;;
AgevsCortThick;L_posteriorcingulate_thickavg;-0.49;;;;;;;
AgevsCortThick;L_precentral_thickavg;-0.271;;;;;;;
AgevsCortThick;L_precuneus_thickavg;-0.518;;;;;;;
AgevsCortThick;L_rostralanteriorcingulate_thickavg;-0.334;;;;;;;
AgevsCortThick;L_rostralmiddlefrontal_thickavg;-0.48;;;;;;;
AgevsCortThick;L_superiorfrontal_thickavg;-0.48;;;;;;;
AgevsCortThick;L_superiorparietal_thickavg;-0.451;;;;;;;
AgevsCortThick;L_superiortemporal_thickavg;-0.328;;;;;;;
AgevsCortThick;L_supramarginal_thickavg;-0.46;;;;;;;
AgevsCortThick;L_frontalpole_thickavg;-0.235;;;;;;;
AgevsCortThick;L_temporalpole_thickavg;-0.012;;;;;;;
AgevsCortThick;L_transversetemporal_thickavg;-0.259;;;;;;;
AgevsCortThick;L_insula_thickavg;-0.378;;;;;;;
AgevsCortThick;R_bankssts_thickavg;-0.385;;;;;;;
AgevsCortThick;R_caudalanteriorcingulate_thickavg;-0.28;;;;;;;
AgevsCortThick;R_caudalmiddlefrontal_thickavg;-0.373;;;;;;;
AgevsCortThick;R_cuneus_thickavg;-0.368;;;;;;;
AgevsCortThick;R_entorhinal_thickavg;-0.001;;;;;;;
AgevsCortThick;R_fusiform_thickavg;-0.366;;;;;;;
AgevsCortThick;R_inferiorparietal_thickavg;-0.499;;;;;;;
AgevsCortThick;R_inferiortemporal_thickavg;-0.33;;;;;;;
AgevsCortThick;R_isthmuscingulate_thickavg;-0.369;;;;;;;
AgevsCortThick;R_lateraloccipital_thickavg;-0.349;;;;;;;
AgevsCortThick;R_lateralorbitofrontal_thickavg;-0.453;;;;;;;
AgevsCortThick;R_lingual_thickavg;-0.398;;;;;;;
AgevsCortThick;R_medialorbitofrontal_thickavg;-0.425;;;;;;;
AgevsCortThick;R_middletemporal_thickavg;-0.421;;;;;;;
AgevsCortThick;R_parahippocampal_thickavg;-0.177;;;;;;;
AgevsCortThick;R_paracentral_thickavg;-0.381;;;;;;;
AgevsCortThick;R_parsopercularis_thickavg;-0.414;;;;;;;
AgevsCortThick;R_parsorbitalis_thickavg;-0.335;;;;;;;
AgevsCortThick;R_parstriangularis_thickavg;-0.44;;;;;;;
AgevsCortThick;R_pericalcarine_thickavg;-0.237;;;;;;;
AgevsCortThick;R_postcentral_thickavg;-0.362;;;;;;;
AgevsCortThick;R_posteriorcingulate_thickavg;-0.459;;;;;;;
AgevsCortThick;R_precentral_thickavg;-0.274;;;;;;;
AgevsCortThick;R_precuneus_thickavg;-0.511;;;;;;;
AgevsCortThick;R_rostralanteriorcingulate_thickavg;-0.317;;;;;;;
AgevsCortThick;R_rostralmiddlefrontal_thickavg;-0.47;;;;;;;
AgevsCortThick;R_superiorfrontal_thickavg;-0.476;;;;;;;
AgevsCortThick;R_superiorparietal_thickavg;-0.438;;;;;;;
AgevsCortThick;R_superiortemporal_thickavg;-0.352;;;;;;;
AgevsCortThick;R_supramarginal_thickavg;-0.473;;;;;;;
AgevsCortThick;R_frontalpole_thickavg;-0.256;;;;;;;
AgevsCortThick;R_temporalpole_thickavg;0.052;;;;;;;
AgevsCortThick;R_transversetemporal_thickavg;-0.278;;;;;;;
AgevsCortThick;R_insula_thickavg;-0.368;;;;;;;
